ResourceID,card,card_order,source_id,identifier_content,identifier_type,type,name_content,name_type,name_language,part_of_location,annotation_population,annotation_timezone,country,coordinates_geo_json,coordinates_wkt,annotation_elevation
90c5d5e0-b69a-5ca7-bccc-8d6a4b5ad4af,single,0,2743714,https://www.geonames.org/2743714,Geonames identifier,castle,Zuidewijn,Primary,Nederlands,"[{""resourceId"": ""90c5d5e0-b69a-5ca7-bccc-8d6a4b5ad4af"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ab386bb3-d4eb-540f-8df4-8fb6427c9901"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.01667 51.7),(5.01667 51.7),
b8431a54-3c05-505d-8e13-3530aae17947,single,0,2743736,https://www.geonames.org/2743736,Geonames identifier,lake,Zuiderplas,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.31807 51.67447),(5.31807 51.67447),
447fd9bc-c6d2-51db-ac98-babab8854699,single,0,2743780,https://www.geonames.org/2743780,Geonames identifier,canal,Zuider Afwateringkanaal,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.93333 51.68333),(4.93333 51.68333),
8635ce4d-207b-5b8e-9b03-d5c52ba01241,single,0,2743796,https://www.geonames.org/2743796,Geonames identifier,populated place,Zuid Carolina,Primary,Nederlands,"[{""resourceId"": ""8635ce4d-207b-5b8e-9b03-d5c52ba01241"", ""ontologyProperty"": """", ""resourceXresourceId"": ""67b050bc-1387-5e53-880d-5f4258238e30"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.73889 51.69333),(5.73889 51.69333),
d87922f8-ad47-536e-9832-a9a4805d2302,single,0,2743825,https://www.geonames.org/2743825,Geonames identifier,populated place,Zoomvliet,Primary,Nederlands,"[{""resourceId"": ""72a6f283-9f07-5a31-b394-d8067942105e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9542a53-0670-596d-a67e-986838a0f8af"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.35833 51.49417),(4.35833 51.49417),
7ea43f62-9611-5bff-bb94-04972d8db50d,single,0,2743826,https://www.geonames.org/2743826,Geonames identifier,park,Zoomland,Primary,Nederlands,"[{""resourceId"": ""92f3358c-29bf-554e-b4ca-744cb1d30497"", ""ontologyProperty"": """", ""resourceXresourceId"": ""77eb78e5-94db-5c64-b93e-9d586f882730"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.32518 51.4878),(4.32518 51.4878),
f953f903-04c4-560c-95c7-b5c5674756d3,single,0,2743838,https://www.geonames.org/2743838,Geonames identifier,farm,Zonnehoeve,Primary,Nederlands,"[{""resourceId"": ""f953f903-04c4-560c-95c7-b5c5674756d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""49eecf2b-1102-52b3-99f2-61150297ea95"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.63906 51.38013),(5.63906 51.38013),
dcb9b5b1-735e-53f5-87a4-ae72e3e5eb5c,single,0,2743843,https://www.geonames.org/2743843,Geonames identifier,populated place,Zondveld,Primary,Nederlands,"[{""resourceId"": ""2091b323-7697-5ad5-abc5-0083b7fed0d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e84821d-9c70-5060-a56c-d020859384be"", ""inverseOntologyProperty"": """"}]",540,Europe/Amsterdam,NL,POINT (5.55694 51.57417),(5.55694 51.57417),
71a05cf1-10cf-5843-8d3e-67428bc9eddc,single,0,2743844,https://www.geonames.org/2743844,Geonames identifier,section of populated place,Zonderwijk,Primary,Nederlands,"[{""resourceId"": ""71a05cf1-10cf-5843-8d3e-67428bc9eddc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f0f40d3d-1b36-5f8a-8d7e-6e02d737e187"", ""inverseOntologyProperty"": """"}]",3435,Europe/Amsterdam,NL,POINT (5.39361 51.41141),(5.39361 51.41141),
1ba8452a-317c-5383-8408-d1c21d5766d2,single,0,2743850,https://www.geonames.org/2743850,Geonames identifier,populated place,Zoggel,Primary,Nederlands,"[{""resourceId"": ""1ba8452a-317c-5383-8408-d1c21d5766d2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f56577a-3b6e-5b4f-8364-13d1c7366bcd"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.49444 51.73),(5.49444 51.73),
79fbfded-b0c7-570f-bceb-ba94ed177489,single,0,2743864,https://www.geonames.org/2743864,Geonames identifier,populated place,Zittard,Primary,Nederlands,"[{""resourceId"": ""71a05cf1-10cf-5843-8d3e-67428bc9eddc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f0f40d3d-1b36-5f8a-8d7e-6e02d737e187"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.36806 51.40667),(5.36806 51.40667),
80cfb4a2-229a-5359-8a7a-4695f9949217,single,0,2743877,https://www.geonames.org/2743877,Geonames identifier,populated place,Zijtaart,Primary,Nederlands,"[{""resourceId"": ""2091b323-7697-5ad5-abc5-0083b7fed0d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e84821d-9c70-5060-a56c-d020859384be"", ""inverseOntologyProperty"": """"}]",1055,Europe/Amsterdam,NL,POINT (5.54167 51.5925),(5.54167 51.5925),
92774976-8b1b-59ed-99fa-a0877e6532cc,single,0,2743920,https://www.geonames.org/2743920,Geonames identifier,populated place,Zevenhutten,Primary,Nederlands,"[{""resourceId"": ""8635ce4d-207b-5b8e-9b03-d5c52ba01241"", ""ontologyProperty"": """", ""resourceXresourceId"": ""67b050bc-1387-5e53-880d-5f4258238e30"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.87639 51.71583),(5.87639 51.71583),
6161e436-528f-5125-8665-b5911ceb8f8d,single,0,2743931,https://www.geonames.org/2743931,Geonames identifier,populated place,Zevenhuizen,Primary,Nederlands,"[{""resourceId"": ""f169e8e5-699c-5ab7-bef9-56d57e0c8114"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8de26cef-c452-50df-b420-84330235dc39"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.66667 51.7),(4.66667 51.7),
04b4dff4-44c1-5856-9b9e-35c80c8d9f89,single,0,2743932,https://www.geonames.org/2743932,Geonames identifier,populated place,Zevenhuizen,Primary,Nederlands,"[{""resourceId"": ""f169e8e5-699c-5ab7-bef9-56d57e0c8114"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8de26cef-c452-50df-b420-84330235dc39"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.41528 51.64833),(4.41528 51.64833),
0bf7ab1c-2f55-5365-8592-c7e9c65963cf,single,0,2743933,https://www.geonames.org/2743933,Geonames identifier,populated place,Zevenhuizen,Primary,Nederlands,"[{""resourceId"": ""f953f903-04c4-560c-95c7-b5c5674756d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""49eecf2b-1102-52b3-99f2-61150297ea95"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.56111 51.34333),(5.56111 51.34333),
7ed3cfcd-7011-50f1-80c1-6c53aac18bc9,single,0,2743934,https://www.geonames.org/2743934,Geonames identifier,populated place,Zevenhuis,Primary,Nederlands,"[{""resourceId"": ""7ed3cfcd-7011-50f1-80c1-6c53aac18bc9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""adfcbf68-d9e0-5c2f-92da-aee15bb029db"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.65972 51.7),(5.65972 51.7),
2352dfed-7f08-58a4-9df6-748f961f68c1,single,0,2743944,https://www.geonames.org/2743944,Geonames identifier,populated place,Zevenbergschen Hoek,Primary,Nederlands,"[{""resourceId"": ""f169e8e5-699c-5ab7-bef9-56d57e0c8114"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8de26cef-c452-50df-b420-84330235dc39"", ""inverseOntologyProperty"": """"}]",1245,Europe/Amsterdam,NL,POINT (4.67917 51.6725),(4.67917 51.6725),
cc2a12f0-c7bb-5958-9741-d0a8ba6a604a,single,0,2743946,https://www.geonames.org/2743946,Geonames identifier,populated place,Zevenbergen,Primary,Nederlands,"[{""resourceId"": ""1ba8452a-317c-5383-8408-d1c21d5766d2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f56577a-3b6e-5b4f-8364-13d1c7366bcd"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.575 51.73),(5.575 51.73),
bfea795e-e1fb-542d-a9a1-f2c70842cbb1,single,0,2743947,https://www.geonames.org/2743947,Geonames identifier,populated place,Zevenbergen,Primary,Nederlands,"[{""resourceId"": ""f169e8e5-699c-5ab7-bef9-56d57e0c8114"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8de26cef-c452-50df-b420-84330235dc39"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.60417 51.645),(4.60417 51.645),
fe61c71f-005b-5942-92ac-fe4bb2d120cc,single,0,2743956,https://www.geonames.org/2743956,Geonames identifier,populated place,Zesgehuchten,Primary,Nederlands,"[{""resourceId"": ""fe61c71f-005b-5942-92ac-fe4bb2d120cc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0166c454-21ea-569f-97f2-57128442e74f"", ""inverseOntologyProperty"": """"}]",3460,Europe/Amsterdam,NL,POINT (5.55 51.41667),(5.55 51.41667),
d73b5c4b-764b-5aef-8fef-b1225ea5b171,single,0,2743960,https://www.geonames.org/2743960,Geonames identifier,populated place,Zelt,Primary,Nederlands,"[{""resourceId"": ""d73b5c4b-764b-5aef-8fef-b1225ea5b171"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fdaf09fe-d6d2-54fc-8f7d-0190c2e46c19"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.17778 51.52583),(5.17778 51.52583),
f58b9f3c-a4b8-5bee-9084-bb4f2e041d0d,single,0,2743971,https://www.geonames.org/2743971,Geonames identifier,mill(s),Zeldenrust,Primary,Nederlands,"[{""resourceId"": ""f58b9f3c-a4b8-5bee-9084-bb4f2e041d0d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2f3315ee-2374-5e33-ab24-56142f8f5671"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.75 51.68333),(4.75 51.68333),
037bfee7-00dc-59d7-b0e2-caf6c7384c1e,single,0,2743972,https://www.geonames.org/2743972,Geonames identifier,mill(s),Zeldenrust,Primary,Nederlands,"[{""resourceId"": ""037bfee7-00dc-59d7-b0e2-caf6c7384c1e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c8fa013-08aa-5f0a-8b90-617a209248ef"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.58171 51.27179),(5.58171 51.27179),
e7ed7b97-5f75-570e-ae47-d4cfa034deaa,single,0,2743978,https://www.geonames.org/2743978,Geonames identifier,section of populated place,Zeilberg,Primary,Nederlands,"[{""resourceId"": ""e7ed7b97-5f75-570e-ae47-d4cfa034deaa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9e3c251f-6140-5d8a-9576-b92994b5d212"", ""inverseOntologyProperty"": """"}]",1775,Europe/Amsterdam,NL,POINT (5.81878 51.45469),(5.81878 51.45469),
e5b0af39-a7c3-5b48-9572-4dd2819b08c9,single,0,2743992,https://www.geonames.org/2743992,Geonames identifier,populated place,Zegge,Primary,Nederlands,"[{""resourceId"": ""7fedf03f-c477-5986-94d8-a3545a00cfe2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a83780a9-535a-547f-be07-87109ac4068f"", ""inverseOntologyProperty"": """"}]",1575,Europe/Amsterdam,NL,POINT (4.51806 51.55667),(4.51806 51.55667),
c9f4cbee-a122-52cd-bd40-b193795e702f,single,0,2743993,https://www.geonames.org/2743993,Geonames identifier,estate(s),Zegenwerp,Primary,Nederlands,"[{""resourceId"": ""c9f4cbee-a122-52cd-bd40-b193795e702f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2e339b00-9867-563b-8776-78c5ff968644"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.34382 51.62883),(5.34382 51.62883),
ecc4d8b0-f624-5f9f-b441-69c72a5b9bc3,single,0,2743994,https://www.geonames.org/2743994,Geonames identifier,locality,Zegblokken,Primary,Nederlands,"[{""resourceId"": ""5f4581c2-11eb-5571-9932-fedd1e23ac81"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2d85b38f-a5ba-5f88-b081-3e54b097a92d"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (4.36744 51.5598),(4.36744 51.5598),
a6489123-736b-5cb6-a798-c284b4e6cfb7,single,0,2744005,https://www.geonames.org/2744005,Geonames identifier,heath,Zeelstse Heide,Primary,Nederlands,"[{""resourceId"": ""f8356c5a-af05-59a6-b3b6-9ede0a23088c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c873de2-8fce-5aad-9c8d-84fe71ce0487"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.38333 51.45),(5.38333 51.45),
392b78c2-789a-5532-9920-f93d89229958,single,0,2744006,https://www.geonames.org/2744006,Geonames identifier,section of populated place,Zeelst,Primary,Nederlands,"[{""resourceId"": ""71a05cf1-10cf-5843-8d3e-67428bc9eddc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f0f40d3d-1b36-5f8a-8d7e-6e02d737e187"", ""inverseOntologyProperty"": """"}]",5280,Europe/Amsterdam,NL,POINT (5.41566 51.42421),(5.41566 51.42421),
db99c99b-2391-5f1b-be98-d98e9ec9c41e,single,0,2744008,https://www.geonames.org/2744008,Geonames identifier,populated place,Zeelberg,Primary,Nederlands,"[{""resourceId"": ""db99c99b-2391-5f1b-be98-d98e9ec9c41e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""12f26dd7-af6a-5e8d-8680-197632216971"", ""inverseOntologyProperty"": """"}]",0,Europe/Amsterdam,NL,POINT (5.475 51.34),(5.475 51.34),
91307e12-2a7d-5e76-a6e5-ad066995f71a,single,0,2744014,https://www.geonames.org/2744014,Geonames identifier,populated place,Zeeland,Primary,Nederlands,"[{""resourceId"": ""7ed3cfcd-7011-50f1-80c1-6c53aac18bc9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""adfcbf68-d9e0-5c2f-92da-aee15bb029db"", ""inverseOntologyProperty"": """"}]",4750,Europe/Amsterdam,NL,POINT (5.67639 51.6975),(5.67639 51.6975),
